Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_txt,job_state,job_at_hq,age,python_yn,R_yn,spark,aws,excel
Data Scientist,$64K-$106K (Glassdoor est.),"Data Scientist
Location: Hill AFB, UT
Education Required: Bachelor’s degree required, preferably in math, engineering, business, or the sciences.
Skills Required:

Tecolote Research is seeking a Data Scientist to join our Aviation & Missiles Programs Group in Hill AFB, UT. Ideal applicant must have a minimum of 5 years of experience and should be proficient in the use of Power BI, Tableau, Python, MATLAB, Microsoft Word, PowerPoint, and Excel. Applicant should also have working knowledge of MS Access, LMS, SAS, data visualization tools, and have a strong algorithmic aptitude.

Other skills and experience:
Excellent verbal communication, written, and quantitative analytical skills.
Ability to work in a team environment.
Experience working SQL, Python, R, and various data visualization tools is a plus.
Security Clearance:
Active Clearance is preferred. Must possess and/or have the ability to obtain a Secret clearance. U.S. citizenship is required.
Responsibilities: The applicant will be responsible for formulating analytical solutions to complex data problems; creating data analytic models to improve data metrics; analyzing customer behavior and trends; delivering insights to stakeholders, as well as designing and crafting reports, dashboards, models, and algorithms to make data insights actionable; selecting features, building and optimizing classifiers using machine learning techniques; data mining using state-of-the-art methods, extending organization’s data with third party sources of information when needed; enhancing data collection procedures to include information that is relevant for building analytic systems; processing, cleansing, and verifying the integrity of data used for analysis; doing ad-hoc analysis and presenting results in a clear manner; and creating automated anomaly detection systems and constant tracking of its performance.
Benefits:
We offer competitive salaries commensurate with education and experience. We have an excellent benefits package that includes:
Comprehensive health, dental, life, long and short term disability insurance
100% Company funded Retirement Plans
Generous vacation, holiday and sick pay plans
Tuition assistance

Benefits are provided to employees regularly working a minimum of 30 hours per week.

Tecolote Research is a private, employee-owned corporation where people are our primary resource. Our investments in technology and training give our employees the tools to ensure our clients are provided the solutions they need, and our very high employee retention rate and stable workforce is an added value to our customers. Apply now to connect with a company that invests in you.",3.8,"Tecolote Research
3.8","Hill AFB, UT","Goleta, CA",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,64,106,85.0,"Tecolote Research
",UT,0,47,1,0,0,0,1
Senior Data Scientist,$64K-$106K (Glassdoor est.),"About Us

At GutCheck, we pioneered agile market research to provide our clients with actionable insights at the speed of their business. As the marketplace rapidly evolves, we're evolving with it. By combining qualitative, quantitative, and behavioral methodologies, our team of full-service research experts synthesizes insights to help clients make more confident business decisions -- connecting them with their target consumers earlier and more often in the development process.

What Makes Our Approach Different

We create heroes out of our clients by providing them with contextualized insights to more efficiently and effectively connect with their target audiences. Enabled by technology and automation, we are dedicated partners who take a human-first approach to delivering powerful insights. Today, we are bringing agile to strategy: enabling brands to gather robust foundational insights in an agile, iterative way to inform key business within the demands of today's innovation timelines.

Here's where you come in:

As our Senior Data Scientist, you will be the primary contributor that will operationalize predictive models built with machine learning and advanced analytic technologies. GutCheck owns years of structured and unstructured data. We've started to identify patterns in our world-class market research using machine learning technologies such as TensorFlow. You will help us by providing expertise on mathematical concepts for the broader cross-functional analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization.

You will work closely with our talented and agile Product and Engineering teams to craft scalable, well-designed solutions that address the technical and architectural challenges inherent to making sense of our data. We have a focus on quality, automation, and innovation. We encourage our Engineers to think creatively and flexibly when choosing solutions, tools, and techniques. Our team offers an environment where trust and innovation are encouraged, egos aren't accepted, and collaboration is core to our DNA.

You will advocate, evangelize and build data-fueled products that help our internal and external customers gain deeper insights into direct, targeted consumer feedback. This data can and will be coupled with third-party data sources to help our clients be heroes by making well informed business decisions. You'll help research and choose which data sources will provide unique and compelling insights, and then you'll dig in and become an expert on that data. You will provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables.

For more information on the company and the GutCheck team, please go to www.gutcheckit.com

This job description is not a complete list of your qualifications or position roles. GutCheck is proud to be an equal opportunity employer. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, genetic information, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, or Veteran status.",3.8,"GutCheck
3.8","Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",64,106,85.0,"GutCheck
",CO,1,11,0,0,0,0,0
Data Scientist,$64K-$106K (Glassdoor est.),"We are looking for an individual who will begin to build our data science knowledge and team. This person would help us discover the information hidden in our existing data, identify issues in our data collection, opportunities for improvement in our collection and use our data to build systems that will help us make smarter decisions to deliver even better products at better efficiencies. The primary focus will be in applying data-mining techniques, statistical analysis, and applied control theory resulting in buildout of high quality control and prediction systems to be integrated with our facilities in real time.
Responsibilities & Duties:
· Creating and deploying Artificial intelligence and Machine learning models to our industrial production process within our expert system products development, with a direct impact on plant operations

· Manage the necessary data collection and pre-processing

· Propose and analyze new instrumentation to provide added value to expert systems

· Creation of models to solve operational problems and develop troubleshooting tools such as equipment malfunction detection, equipment proactive maintenance.

· Develop the team Artificial Intelligence vision and expertise.

· Define best practices in the domain of Machine Learning and AI.

· Train other team members to support the use of data analytics tools and to expand the use of machine learning within Carmeuse

Additional duties as assigned by management
Job Qualifications:
· Masters Degree or higher in applied data science AI/ML applications preferred.

· Bachelor’s degree in Electrical Engineering, computer science, automation theory or related field with requisite applicable experience can be considered.

· Minimum of 3 years of experience in a data science implementation role. Preferably in the lime/cement/bulk material handling industry. Manufactuing experience required

· AI/ML, Network, security, Microsoft, Cisco certifications.

· Proficiency with process control instrumentation, network protocols, web services, windows, Cisco, Checkpoint and troubleshooting;

· Proficiency and familiarity with

· Tensor flow

· Python and other programming languages

· Experience utilizing Jupyter notebooks.

· Experience with Cloud based vendors of AI/ML solutions: Azure, Google.

· Windows 7/10/server/datacenter

· Detail and process oriented with strong problem resolution abilities; ability to use root cause analysis to troubleshoot;

· Ability to travel up to 20 to 50%. Overnight stays will be required and could include extended assignments during critical construction and start-up periods.",3.9,"Carmeuse
3.9","Pittsburgh, PA","Louvain-la-Neuve, Belgium",1001 to 5000 employees,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),"Lhoist, Graymont, Sibelco Group",64,106,85.0,"Carmeuse
",PA,0,160,1,0,0,0,0
Data Scientist,$64K-$106K (Glassdoor est.),"The Senior Data Scientist will build and improve analytic pipelines to consolidate multiple data sources, perform analytic processing, and produce actionable business information (e.g., top-10 lists, pattern-matches, exceptions, or lists of #39;needles in the haystack#39;). S/he will apply hands-on development skills and experience as an expert in analytics, data science, pattern recognition, and",3.6,"Powertek
3.6","Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,64,106,85.0,"Powertek
",DC,0,19,0,0,0,0,0
Senior Data Scientist,$64K-$106K (Glassdoor est.),"The College Board, a national educational organization, is conducting a search for a Senior Data Scientist in our Technology Organization. The position will be based out of our Reston, VA office, New York City office, or via remote work arrangements.

About the College Board


We are a mission-focused, not-for-profit membership organization that believes in promoting innovation, equity, and excellence for generations of students. Our members include more than 6,000 of the world's leading colleges, schools, and other educational organizations. We have over 1,900 employees in 13 offices across the U.S. and Puerto Rico.

We are advocates for children and parents; we empower teachers and educators, and we are a strong presence in thousands of schools and communities across the country through programs and services - the SAT, Advanced Placement (AP®) and Pre-AP are just a few. Our work falls broadly into four categories: College Readiness, College Connection & Success, Student Opportunities, and Advocacy.

About the role


In this role, you'll develop the next generation of assessments using leading technologies. You'll work with innovative agile teams' agile teams using your data science and machine learning skills

Responsibilities of the role
Problem-solve with product and business teams, advise executive team how to leverage data science
Use various modeling and machine learning techniques to creatively solve business problems
Work with a large & growing educational datasets using descriptive statistics and data visualization tools
Create insights from existing data and drive the collection of new data through instrumentation
Communicate methodology and results of advanced analyses using accessible language and intuitive data visualizations
Create reproducible, documented analyses and models that lend themselves to automation
Perform other duties or tasks as assigned or required
Qualifications needed for the role
Master's in a quantitative discipline or computer science, or a Bachelor's and 5-7 years related experience
Strong experience programming in R and/or Python.
Experience with TensorFlow/PyTorch, Machine Vision - including video streams, Automated Speech Transcription, and Anomaly Detection
Experience building/deploying ML models in AWS
Strong foundation in statistical analysis and machine learning techniques
Facility with relational, columnar, and NoSQL database systems
Experience coping nimbly with imperfect data
Preferred skills for the role
Proven experience in developing machine learning and deep learning systems to solve real world problems
Passionate about solving difficult problems creatively
An excellent communicator and listener who helps others understand both problems and solutions
Someone who knows how to tell a story with their data
A strong team player who enjoys helping their teammates succeed
Benefits


We offer an outstanding benefits package that includes up to four weeks of paid time off each year, comprehensive health insurance, a generous retirement savings plan, tuition reimbursement, ongoing professional development and training, and more.

Mission


Our mission is to clear a path for all students to own their future.

EEOC statement


College Board is proud to be an equal opportunity employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.",3.8,"The College Board
3.8","Reston, VA","New York, NY",1001 to 5000 employees,1900,Nonprofit Organization,K-12 Education,Education,$500 million to $1 billion (USD),-1,64,106,85.0,"The College Board
",VA,0,120,1,0,0,1,1
Data Scientist,$64K-$106K (Glassdoor est.),"Description

SAIC is seeking an individual for a Data
Analytics role to join the Space and Missions Group (SMSG). SMSG provides
specialized program management, engineering, analysis and operations support to
a variety of Intelligence Community (IC) and Department of Defense (DoD)
customers. You would support the cutting-edge programs in national
security-related systems based in space, in the air and on the ground.

This Data Analytics role will work in a collaborative
team-focused environment with technical understanding and practical
application in prototyping, designing, and
integrating niche tools which will be used in an analytical environment.
This position will help progress, establish, incorporate, and advance current
and promising concepts to inform tactical decision making timelines. Your role
is to provide needed knowledge and proficiency to develop algorithms, support
modeling and simulation efforts and provide data analytic skills to conduct
analyses to support physics-based modeling for Indications and Warning
platforms and sensor systems in the defensive space domain. This position
is available immediately and is in direct support to the community’s space
situational awareness mission.

Responsibilities include but are not limited to:

- Conduct analysis of mission data
applicable to defensive space domain to promote awareness and understanding
about threat behaviors and vulnerabilities
Formulate and interpret problems in mathematical or computational terms
Design, develop, use, and evaluate mathematical models, methods, and
algorithm application to explore concepts and solve problems for the customer
Develop, maintain, and enhance complex and diverse software algorithms (e.g.
processing-intensive analytics, novel process development, manipulation of
large data sets)
Advance and progress space-based models for integration into simulation
scenarios

- Research analysis products and
tools for possible integration to enhance Modeling & Simulation framework

- Create
new tools and applications using a variety of software languages, frameworks,
and libraries
Improve, support, and test a Modeling &
Simulation framework to support other team member’s analysis work

- Refine and enhance existing applications to better meet the
customer’s mission
Code, test, and maintain internally developed mathematical software
tools

Qualifications

A Bachelor's Degree in Mathematics, Physics, Information Technology
field, Operations Research or related discipline is required
Three years of experience of demonstrated
on-the-job knowledge of providing data analytics solutions
Demonstrated proficiency in programming languages such as Python, C/C++,
Java, .NET on windows and UNIX systems as appropriate
Hands-on experience creating algorithms and engineering tools for data
processing and modeling and simulation
Practical understanding in modeling and simulation with a focus on
optimization, including theoretical and numerical methods for analysis of
current and future systems
Must have the aptitude and attitude to tackle
unsolved technical challenges
Capability to distill complex problems into
digestible structures/formats
Active TS/SCI",3.7,"SAIC
3.7","Chantilly, VA","Reston, VA",10000+ employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),"Booz Allen Hamilton, CACI International",64,106,85.0,"SAIC
",VA,0,7,1,0,0,0,0
Data Scientist,$64K-$106K (Glassdoor est.),"Job Success Profile

Data Scientist

Buckman is a privately held, global specialty chemical company with headquarters in Memphis, TN, USA, committed to safeguarding the environment, maintaining safety in the workplace, and promoting sustainable development. Buckman delivers exceptional service and innovative solutions to our customers globally in the pulp and paper, leather, and water treatment sectors to help boost productivity, reduce risk, improve product quality, and provide a measurable return on investment. Buckman is in the middle of a digital transformation of its businesses and focused on building the capabilities and tools in support of this.

Position Summary


Buckman is seeking an experienced Data Scientist to lead the development of a Data Science program at our Memphis facility. You will work closely with Buckman stakeholders to derive deep industry knowledge across paper, water, leather, and performance chemical industries. You will help develop a data strategy for the company including collection of the right data, creation of the data science project portfolio, partnering with external providers, and augmenting capabilities with additional internal hires. A large part of the job is communicating and developing relationship with key stakeholders and subject matter experts to tee up proofs of concept projects to demonstrate how data science can be used to solve old problems in unique and novel ways. You will not have a large internal team to rely on, at least initially, so individual expertise, breadth of data science knowledge, and ability to partner with external companies will be essential for success. In addition to the pure data science problems, you will be working closely with a multi-disciplinary team consisting of sensor scientists, software engineers, network engineers, mechanical/electrical engineers, and chemical engineers in the development, and deployment of IoT solutions. If you like working for an entrepreneurial company with a Sustainability mission and digital ambitions at the core of its strategy, Buckman is the place for you.

Competencies Needed for Success
Bachelor’s degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
5+ years of relevant working experience in an analytical role involving data extraction, analysis, and visualization and expertise in the following areas:
Expertise in one or more programming languages R, Python, MATLAB, JMP, Minitab, Java, C++, Scala
Key libraries such as Sklearn, XgBoost, GLMNet, Dplyr, ggplot, Rshiny
Experience and knowledge of data mining algorithms including supervised and unsupervised machine learning techniques areas such as Gradient Boosting, Decision Trees, Multivariate Regressions, Logistic regressions, Neural Network, Random Forest, Support Vector Machine, Naive Bayes, Time Series, Optimization
Microsoft IoT/data science toolkit: Azure Machine Learning, Datalake, Datalake analytics, Workbench, IoT Hub, Stream Analytics, CosmosDB, Time Series Insights, PowerBI
Data querying languages (e.g. SQL, Hadoop/Hive) and Preferred Qualifications
A demonstrated record of success with a verifiable portfolio of problems tackled
Preferred Qualifications
Master’s or PhD degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
Experience in the specialty chemicals sector or similar industry
Background in engineering, especially Chemical Engineering
Experience starting up a data science program
Experience working with global stakeholders
Experience working in a start-up environment, preferably in an IoT company
Knowledge in quantitative modeling tools and statistical analysis
Preferred Work Style
A strong business focus, ownership and inner self-drive to data science solutions to real-world customers with tangible impact.
Ability to collaborate effectively with multi-disciplinary and passionate team members.
Ability to communicate with a diverse set of stakeholders
Strong planning and organization skills, with the ability to manage multiple complex projects
A life-long learner who constantly updates skills
Language: English

Location: Remote Work Opportunity - Flexible

Travel: <10>",3.5,"Buckman
3.5","Memphis, TN","Memphis, TN",1001 to 5000 employees,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1,64,106,85.0,"Buckman
",TN,1,75,1,0,0,0,0
Data Scientist,$64K-$106K (Glassdoor est.),"100% REMOTE

The Role: Our customer is looking to improve the ingestion and exploitation of data by deploying innovative technologies to filter and categorize the vast amounts of data.

The Company:
We opened our doors in 2003 and have developed long-standing relationships with our customers, both public and private
We’re an SBA 8(a) and CVE certified Service Disabled Veteran Owned Small Business
We’re ISO 27001:2013, ISO 20000-1:2011, and ISO 9001:2015 certified and have CMMI DEV and SVC ML3 ratings
We’ve been named part of: Inc 5000’s Fastest Growing Private Companies in 2016; Washington Business Journal’s Fastest Growing Companies in 2015, 2016 and 2017; Washington Business Journal’s Best Places to Work in 2015, 2016 and 2017
The Employer:
We offer great benefits - Paid Time Off, Medical, Dental and Vision Insurance, 401(k) with company matching
We invest in our employees – We offer an annual training budget to our employees and opportunities for growth within the organization
We work hard, we play hard – We value work/life balance. We hold seasonal company events and a Washington Nationals Season Tickets lottery
What will you be doing?:
Building solutions to give time back to analysts to perform analytics giving them more relevant and accurate data from the various data sources they may not be aware of while maintaining referenceable data provenance.
Research and develop categorization, correlation, and learning models for data analysis and data discovery
Collaborate with customers and stakeholders to devise possible solutions for data sharing environments
Keep up-to-date with the latest technology trends, communicating results and ideas to key decision makers
Implement new statistical or other mathematical methodologies as needed for specific models or analysis
Support synergizing data solutions with IT requirements management products for new initiatives to include data modeling
Communicate and coordinate with program stakeholders
You meet our “must haves” if:

You have-
7+ years of relevant experience
Experience in theoretical and practical background in statistical analysis, machine learning, predictive modeling, and/or optimization.
Experience developing in languages commonly used for data analysis such as Python, R, Julia, or SAS
Experience working with databases such as SQL or MongoDB.
Experience working with large-scale data sets.
Experience producing data visualizations for a variety of different audiences.
Excellent verbal and written communications skills along with the ability to present technical data and approaches to both technical and non- technical audiences.
Clearance requirements:
Must have an active Secret Clearance
This position is contingent upon budget, and/or customer approval.

IT Concepts is an Affirmative Action/Equal Opportunity employer. As such, any personnel decisions (hire, promotion, job status, etc.) on applicants and/or employees are based on merit, qualifications, competence and business needs, not on race, color, citizenship status, national origin, ancestry, gender, sexual orientation, gender identity, age, religion, creed, physical or mental disability, pregnancy, childbirth or related medical condition, genetic information of the employee or family member of the employee, marital status, veteran status, political affiliation, or any other factor protected by federal, state or local law.

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable Accommodations may be made to enable qualified individuals with disabilities to perform the essential functions.",4.8,"IT Concepts
4.8",Virginia,"Vienna, VA",51 to 200 employees,2003,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,64,106,85.0,"IT Concepts
",Virginia,0,17,1,0,0,0,1
Lead Data Scientist,$64K-$106K (Glassdoor est.),"Position: Lead Data Scientist

Location: Cincinnati, OH

Full-time, exempt

Join the PatientPoint Business Intelligence & Data Science team in our new Kenwood Cincinnati headquarters office space. Work for a growing entrepreneurial organization where you can apply your critical thinking skills and your ideas and suggestions are valued. Be a part of a team that implements emerging technology and applies the latest quantitative methods to solve complex problems.

What you will be doing

Far beyond just executing analysis, this key role collaborates, designs and creates statistical models and case study designs that fundamentally change the way we do business. See your greatest works appear in downstream dashboards, mission critical predictive models and processes that are based on successful machine learning.

Work on a team with data engineers that will build data ingestion & transformation processes to support your industry leading data science applications in predictive modeling and machine learning deployments. Design, create and deploy analytics solutions leveraging billions of log records from digital interactive touchscreen devices.

This position offers you a great opportunity to help build out an entire data science roadmap with the flexibility and the responsibility to develop accurate and reliable data products. This person plays an important role in selecting statistical methodologies and therefore must have a passion for staying current on the newest developments in the data science space.

As a data scientist, you will apply your critical thinking skills to understand and, sometimes, reframe high level business questions, prototype new ideas, run experiments, and iterate to better design data driven solutions to business problems. On other projects you might create advanced data queries and scripts for creating useful model features - including leveraging data from multiple external APIs.

There are opportunities to lead client-facing presentations, communication, and overall project ownership. Moreover, there are opportunities for data science thought leadership to lead the data science strategy and execution for large programs.

Plus, there will be minimal travel, we have a new office space, you will have career growth opportunities, you will get interesting projects and can enjoy free coffee!

What you need to be successful

A college degree and several years of work experience. Your experience should include direct hands-on work using analytics to establish and change business policy. MS degree preferred in applied statistics, computer science or engineering.

You must have strong statistical modeling skills. The ideal candidate will have advanced knowledge of machine learning and predictive modeling techniques. You will be asked to provide an example from your experience leading predictive modeling initiatives. You will need these and other skills to mine large amounts of data and perform data analysis to extract actionable insights for a wide range of topics including internal operations, product development, campaign performance, market dynamics, etc.

This position requires that you have mastery and experience with statistical programming in R and Python. You must be very proficient with Python including Pandas, NumPy and Scikit-learn. In R, you must be comfortable with the tidyverse (dplyr and ggplot2) but also specific libraries for training linear and non-linear models, survival analysis, time series forecasting, etc.

Mastery of SQL programming and relational data extract. Data definition, transformation and preaggregation techniques helpful.

Ability to break down complex business and technical problems into opportunities for analytical study. Particularly, you should have experience with and know when to apply regression analysis, A/B testing, power analysis, anomaly detection, model validation and selection, building of ensemble models, network analysis, simulation, conducting inferential analysis with spatial and time series data, nearest neighbor, deep learning methods, etc.

Experience with data visualization tools (ex: Microsoft PowerBI)

Excellent verbal, written, and presentation skills demonstrating an ability to ""tell a story"", listening and persuasion.

Experience with storage and retrieval of data in NoSQL databases helpful.

Visa sponsorship is not available for this position.

Kudos if you have:

Working knowledge of graph databases.

Experience with Microsoft SQL Server Integration Services (SSIS 2012 and higher).

Experience with geospatial analysis.

Experience with reporting using SalesForce Wave or Einstein Analytics

This is an excellent opportunity and includes a competitive pay and benefits package, including health, dental, vision, disability, and life insurance as well as 401(k) retirement plan with matching company contribution, paid time off, and holidays. No relocation is available.

PatientPoint® is a patient engagement solutions company passionately committed to making every doctor-patient engagement better. By harnessing the power of technology, our omnichannel platform more effectively educates and empowers patients, caregivers and staff to deliver improved health outcomes and an enhanced patient experience. For 30 years, hospitals, health systems, physician offices and sponsoring brands have trusted PatientPoint and its more than 450 team members to provide a uniquely integrated experience across care settings. Learn more at patientpoint.com.

Employer is EOE/M/F/D/V",3.9,"PatientPoint
3.9","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",64,106,85.0,"PatientPoint
",OH,1,33,1,0,0,0,1
Data Scientist,$64K-$106K (Glassdoor est.),"Job Title: Data Scientists

Job Description
Join an elite group dedicated to continuous personal improvement as GCT is currently seeking Data Scientists of all levels to support an intelligence agency with insights gained from analyzing voluminous sensor data. The ideal candidate is adept at using large data sets to find opportunities for process optimization and using models to test the effectiveness of different courses of action. Candidates must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Clearance: TS/SCI w/Full scope polygraph (or used within the past 24 months)

Education/Experience Requirements

Senior Positions:
Masters degree in Data Science, Statistics, Mathematics, Computer Science or another quantitative field, or extensive comparable experience
10+ years of relevant experience
Junior/Intermediate Positions
Completed B.S. in Data Science, Mathematics, Statistics, Computer Science, Computer Engineering, or a closely related technical field
3-9 years of relevant experience
Qualifications
Experience using statistical computer languages (SAS, SPSS, R, Python, SLQ, etc.) to manipulate data and draw insights fromlarge data sets
Experience working with and creating data architectures
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
Excellent written and verbal communication skills
Strong problem solving skills
A drive to learn and master new technologies and techniques
Desired Skills
Experience manipulating data sets and building statistical models
Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, Bayes, etc.
Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.
Experience using web services: Redshift, S3, Spark, DigitalOcean, AWS, etc.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.
The success of Great-Circle Technologies depends on the success and well-being of its employees. GCT promotes work/life balance and encourages the overall well-being of each of its contributors. A comprehensive benefits package is provided, which currently includes company paid single medical, dental, life, disability, and long-term care insurances (with contributions to family premiums,) matching 401k plan, 34 days off per year including 10 Federal holidays plus the day after Thanksgiving, Christmas and New Year’s eves!

Join us at Great-Circle Technologies, where innovation is the shortest distance between two points.

Great-Circle Technologies is an Equal Opportunity Employer. Great-Circle Technologies ensures all qualified applicants will receive consideration for employment without regard to gender, race, ethnic background, religion, disability, sexual orientation, gender identity, national origin, age, or protected veteran status.",2.2,"Great-Circle Technologies
2.2","Chantilly, VA","Chantilly, VA",1 to 50 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,64,106,85.0,"Great-Circle Technologies
",VA,1,20,1,0,1,1,1
Data Scientist,$117K-$140K (Glassdoor est.),"Why We Work at Dun & Bradstreet


We are at a transformational moment in our company journey - and we’re so excited about it. Each day, we are finding new ways to strengthen our award-winning culture, and to accelerate creativity, innovation and growth. Our purpose is to help customers improve business performance with Dun & Bradstreet’s Data Cloud and Live Business Identity, and we’re wildly passionate and committed to this purpose. So, if you’re looking to make an immediate impact at a company that welcomes bold and diverse thinking, come join us!



As a Data Scientist, you will develop novel solutions to market-driven problems using knowledge of the latest ML techniques, rigorous statistical analysis, and practical experience on previous data science projects. You will collaborate with internal and external stakeholders (external customers, other D&B data scientists, sales team members, business unit product leaders, development teams, and global partners) to understand business needs and technical requirements.

You will also:
Serve as a Subject Matter Expert on internal D&B data, and estimation of business size.
Participate and support other teams as needed for all aspects of model development, including design, model implementation, validation, calibration, documentation, product implementation, monitoring, and reporting
Research complex business issues and recommend solutions, including customer data input requirements, other required data sets, modeling approaches, and end products
Basic Qualifications:
Masters in a quantitative / applied field (Engineering, Computer Science, Operations Research, Mathematics, Data Science, Economics, Statistics).
2+ years of experience in data science roles.
Strong knowledge of programming and modeling using Python, R, or SAS.
Strong SQL skills and experience working with large data sets.
Experience working collaboratively, including building and maintaining relationships with internal and external stakeholders/clients.
Experience advising a team on innovative methodologies, data science tools, and environments.
Experience communicating complex ideas to both a technical and non-technical audience.
Experience applying modern machine learning techniques.
Preferred Qualities
Creative and inquisitive in nature, flexibility to learn and apply new methodologies.
Strong writing skills.
Dun & Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.

Please note that all Dun & Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun & Bradstreet will come from an email address ending in @dnb.com.",3.1,"Dun & Bradstreet
3.1","Austin, TX","Short Hills, NJ",1001 to 5000 employees,1841,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Experian, Equifax",117,140,128.5,"Dun & Bradstreet
",TX,0,179,1,0,0,0,0
Staff Data Scientist - Analytics,$117K-$140K (Glassdoor est.),"Intuit is seeking a Staff Data Scientist to cover Intuits Consumer Group (TurboTax, Mint, Turbo). We have an exciting opportunity to help shape how we use data to generate hypotheses, surface insights, and build models in order to personalize customer experiences and provide awesome outcomes for the business and our customers. This role will partner closely with data engineering, data analytics, data science, marketing managers, and product management.",4.5,"Intuit - Data
4.5","San Diego, CA","Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block",117,140,128.5,"Intuit - Data
",CA,0,37,0,0,0,0,0
